,Cg,Acb,TC,AI,AI-b,AIP,MDThal,DpMe,Au,BLP,BLA,BMA,CA,Cl,PMCo,CPu,PnO,Hipp,Ect,LEnt,Ent,DEn,En,IC,LDThal,CauThal,LS,Mamm,M1,M2,M,SC,MS,DP,MO,VO,PAG,PS,PRh,Pir,PrL,VLThal,RSC,RSC-b,RSA,VMThal,SuC,ot,SN,S2,S1,S1-b,SuM,TeA,Ins,V,V-b,VTA,Cg,Acb,TC,AI,AI-b,AIP,MDThal,DpMe,Au,BLP,BLA,BMA,CA,Cl,PMCo,CPu,PnO,Hipp,Ect,LEnt,Ent,DEn,En,IC,LDThal,CauThal,LS,Mamm,M1,M2,M,SC,MS,DP,MO,VO,PAG,PS,PRh,Pir,PrL,VLThal,RSC,RSC-b,RSA,VMThal,SuC,ot,SN,S2,S1,S1-b,SuM,TeA,Ins,V,V-b,VTA
CauThal,0.005376422,0.0,0.003323796,0.000954208,0.000884925,0.000483228,0.006324532,0.016749058,0.000428002,0.0,2.96735e-06,0.000286032,8.88355e-05,3.26034e-06,0.000493542,0.0,0.001562708,0.036475666,0.001543759,0.001397993,0.001121311,0.000172827,9.21266e-05,0.009979783,0.013368602,0.011737745,0.004428854,0.000360569,0.000976955,0.001825047,0.001401001,0.009009864,0.002658401,1.52197e-05,1.92715e-05,0.0,0.142964319,0.000616885,0.000453544,0.005351133,0.000343105,0.025559844,0.000755375,0.000503584,0.000755375,0.002523068,0.107989358,0.000584298,0.000459589,0.002359982,0.001002897,0.000977565,0.003399781,0.000360878,0.000850628,0.0,4.77526e-05,0.009445258,0.015712755,0.0,0.042847348,0.012239174,0.010847125,0.054262546,0.014396107,0.492267735,0.678210803,0.049969804,0.114085019,0.037397954,0.139257046,0.015548863,0.013535538,0.814825369,0.202923724,0.051799704,0.492186982,0.017169627,0.008584813,0.004241041,0.008942331,0.400458021,0.120413366,0.066111049,0.004869009,0.000473931,0.181181662,0.245964323,0.213572993,0.037640986,0.0,0.0,0.00014417,0.000337606,0.548416877,0.001377943,0.054059504,0.044656116,0.010561725,0.024686443,0.012516998,0.011246226,0.012516998,0.10139859,0.854812444,0.016755716,0.010634348,0.233973937,0.092995454,0.188168408,0.003410152,1.148559736,0.086436986,0.477378651,0.36837263,0.085326147
LS,0.0,0.000738023,0.0,0.0,0.0,0.0,0.006965111,0.004761947,1.74355e-05,0.0,0.0,0.0,0.00145973,0.0,0.0,0.0,0.006884543,0.0,0.0,0.0,0.0,0.0,5.49859e-05,0.004714682,0.0,6.24247e-05,0.013570208,0.0,0.0,0.0,0.0,0.000387339,0.057428814,0.0,9.5619e-05,0.0,0.051910554,0.0,0.0,0.00221326,0.0,0.007838858,0.0,0.0,0.0,0.000221643,0.000220088,0.022844858,0.000337024,1.45972e-05,8.68568e-05,0.000619682,0.004980162,0.0,0.0,0.0,0.0,0.01172709,0.018025723,0.084859968,0.108370231,0.000159021,0.000153774,0.0,0.013208539,0.013136512,1.74971e-05,0.000762422,0.000381211,0.0,0.005338423,0.0,0.0,0.0,0.014532064,0.000694624,0.0,0.0,0.0,0.0,0.0,0.012380614,0.0,2.33294e-05,0.122543069,0.001326414,0.010280211,0.019413063,0.014846637,0.00159374,0.056936551,0.00126966,0.0,0.001575633,0.058641466,0.0,0.000178595,0.01367441,0.00213386,0.015829646,0.001801689,0.001201126,0.001801689,0.003586676,0.002368079,0.003252479,0.0,0.000603289,0.000442885,0.001480204,0.012945264,0.0,0.0,0.00087372,0.000480015,0.050095269
Mamm,0.023807908,0.0,0.053904545,0.004626628,0.001606903,0.00346247,0.045775108,0.007961155,0.000283353,0.0,0.0,0.007393565,0.0,0.004120019,0.035331942,0.0,0.026198732,0.515690201,0.0,0.031820653,0.029884499,0.0,0.0,0.003246864,0.010188788,0.000915859,0.157421399,0.005318618,0.0,0.0,0.0,0.006502002,0.449547687,0.0,0.0,0.0,0.276170468,0.029298877,0.0,0.0,0.0,0.035191995,0.048946674,0.032941332,0.048946674,0.00067608,0.005617471,0.0,0.0,0.0,9.82687e-05,0.000106973,0.00409588,0.002605627,0.0,0.000916107,0.000934511,0.029656902,0.174154896,0.997962455,0.288386828,0.05152268,0.038103001,0.028276287,0.100937438,0.105186103,0.002542551,0.017254562,0.011561775,0.014221512,0.000736559,0.064931244,0.054932868,0.683287826,0.154094087,0.998542509,0.067961934,0.405358262,0.350446861,0.130763392,0.07336566,0.087329829,0.050596533,0.010289723,0.709302844,0.0,0.096354607,0.224669963,0.160512285,0.026746446,0.572250373,0.023407129,0.012506665,0.048851728,0.625954806,0.062658435,0.03055411,0.155843036,0.04343194,0.127190551,0.064555403,0.047250292,0.064555403,0.035515613,0.012699524,0.049159962,0.0,0.0,0.002397809,0.007760044,0.0,0.016602174,0.0,0.019166871,0.013847956,0.0
M1,0.001075968,0.013874926,8.80219e-05,0.009079535,0.050920109,0.00886303,0.011857174,0.018426424,0.005874362,0.002778701,0.001639363,3.02617e-05,0.007396606,0.047539812,0.0,2.288189483,0.01254229,0.00015428,0.010853554,0.0,3.36766e-05,0.012548078,0.006623218,0.017971523,0.0,0.002021292,0.002563829,0.0,1.270528277,0.113509838,0.692019058,5.72367e-05,0.0,0.0,0.0,0.0,0.022793144,0.000113791,0.004215971,0.0,0.0,0.001630308,0.001468544,0.000979029,0.001468544,0.023033419,0.012522021,0.00577322,0.003173982,0.269586929,0.233005462,0.080424377,0.0,0.013426691,0.06992871,0.00020053,4.02665e-05,0.00266191,0.003078483,0.023790047,0.004993516,0.110828649,0.111980259,0.006348395,0.013054583,0.166109576,0.00184724,0.00063027,0.000315135,0.0,0.014773961,0.042347425,0.0,2.979688913,0.028227791,0.000311498,0.004487507,0.0,0.0,0.007812731,0.004383726,0.158143815,0.004600244,0.008831098,0.001191001,0.0,0.700050385,0.287701548,0.493875967,0.002039835,0.0,0.002849762,0.0,0.002246474,0.036458465,0.0,0.0,0.0,0.0,0.001890543,0.0,0.0,0.0,0.103853135,0.101495551,0.041996685,0.095249163,0.490743762,0.408554973,0.118913879,0.0,0.008109486,0.105516882,0.000318456,0.0,0.031604228
M2,0.00535467,0.080527803,0.00092696,0.04560555,0.035334569,0.009217311,0.005916834,0.011803454,0.012760461,0.006794917,0.004040301,7.80175e-05,4.84485e-06,0.071634048,0.000193041,1.287762257,0.019285654,4.55617e-05,0.042187391,0.066811644,0.033820103,0.03090431,0.015608079,0.010417734,0.000753902,0.000130453,0.003599488,7.03232e-05,0.327831651,1.023854028,0.675842839,0.000252496,0.0,0.142749658,0.006077473,0.063072071,0.081296777,0.000886661,0.042515106,0.059653591,0.00618628,0.010696039,0.011958783,0.007972522,0.011958783,0.002852854,0.018714702,0.004198761,0.001054344,0.0,0.0,0.023061669,0.001030222,0.027557851,0.006206388,0.010744068,0.00525451,0.004238566,0.043858083,0.11352735,0.013482564,0.025208744,0.020826964,0.0,0.030532065,0.130662078,0.058367377,0.013509301,0.007497195,1.12796e-05,0.001867735,0.051588346,0.0,2.054376149,0.050373733,0.000382075,0.065530258,0.051188942,0.025714581,0.026384177,0.013501033,0.113255898,0.0,0.015276494,0.003264057,0.000110213,0.71546543,0.766859198,0.741162314,0.002399167,0.0,0.195970922,0.011027265,0.047453936,0.152645246,0.002675344,0.026755644,0.052266963,0.01852094,0.014726754,0.0,0.0,0.0,0.063611548,0.168719467,0.024006833,0.034167804,0.0,0.001713466,0.226129821,0.00095073,0.061922622,0.0,0.079033443,0.035181963,0.042019746
M,0.003215319,0.047201364,0.000507491,0.027342542,0.043127339,0.00904017,0.008887004,0.015114939,0.009317411,0.004786809,0.002839832,5.41396e-05,0.003700725,0.05958693,9.65204e-05,1.78797587,0.015913972,9.99206e-05,0.026520473,0.033405822,0.01692689,0.021726194,0.011115648,0.014194628,0.000376951,0.001066138,0.003081659,3.51616e-05,0.799179964,0.568681933,0.683930949,0.000154866,0.0,0.071374829,0.003038736,0.031536035,0.05204496,0.000500226,0.023365538,0.029826796,0.00309314,0.006163173,0.006713663,0.004475776,0.006713663,0.012943137,0.015618361,0.00498599,0.002114163,0.134793465,0.116502731,0.051743023,0.000515111,0.020492271,0.038067549,0.005472299,0.002647388,0.003450238,0.023468283,0.068658699,0.00923804,0.068018696,0.066403611,0.003174198,0.021793324,0.148385827,0.030107309,0.007069785,0.003906165,5.63978e-06,0.008320848,0.046967885,0.0,2.517032531,0.039300762,0.000346786,0.035008883,0.025594471,0.012857291,0.017098454,0.008942379,0.135699856,0.002300122,0.012053796,0.002227529,5.51066e-05,0.707757908,0.527280373,0.617519141,0.002219501,0.0,0.099410342,0.005513632,0.024850205,0.094551855,0.001337672,0.013377822,0.026133481,0.00926047,0.008308649,0.0,0.0,0.0,0.083732341,0.135107509,0.033001759,0.064708484,0.245371881,0.205134219,0.17252185,0.000475365,0.035016054,0.052758441,0.039675949,0.017590981,0.036811987
SC,0.0,0.0,0.092048932,0.000344873,0.000214326,0.0,0.04630376,0.111558448,0.000163656,0.0,0.0,0.00025875,0.0,0.0,0.000894463,0.0,0.0,0.001496343,0.0,0.0,0.0,0.0,0.0,0.043905003,0.577540058,0.05075642,0.003294598,0.0,0.0,0.0,0.0,0.107854083,0.0,0.0,0.0,0.0,1.419553703,0.001736526,0.0,0.0,0.0,0.151982457,0.014808851,0.009872567,0.014808851,0.024859853,1.827056895,0.0,0.003783239,0.0,0.000235646,0.002250255,0.0,0.0,0.000208979,6.43334e-06,0.0,0.013950818,0.0,0.0,0.166153275,0.0,0.0,0.0,0.05645188,0.516522978,0.0,0.0,0.011854753,0.006725222,0.0,0.0,0.0,0.0,0.029562502,0.006316216,0.004008152,0.0,0.0,0.0,0.0,0.374811396,1.199669842,0.260851039,0.017845037,0.0,0.0,0.0,0.0,0.040962047,0.002489367,0.0,0.0,0.0,1.962170681,0.030121919,0.0,0.0,0.0,0.171880898,0.086376741,0.057584494,0.086376741,0.061777805,3.069660239,0.0,0.041696374,0.008708114,0.004885089,0.006696758,0.000525137,0.0,0.005944637,0.0,0.0,0.077878664
MS,0.005262291,0.034880904,0.131971977,0.0,6.97096e-07,0.000547098,0.010169393,0.0,6.49578e-05,0.007506211,0.004318359,0.035019034,0.003441478,0.001369831,0.065876294,0.031639234,0.003055773,0.802098082,0.021449855,0.5419086,0.50995987,0.007710672,0.00632883,0.0,0.003012157,0.000560631,0.131804333,0.045786634,0.003626836,0.003640845,0.003633841,0.0,0.0,0.0,0.001700509,0.004418758,0.002406689,0.086251258,0.004742117,0.014680613,0.0,0.011719131,0.033370332,0.023564764,0.033370332,0.001087714,0.0,0.078227204,0.001350799,7.39882e-06,7.88576e-06,1.05208e-05,0.027901198,0.002029468,0.0,0.001268721,0.000934074,0.012488602,0.0,0.0,0.004260033,0.0,0.0,0.0,0.004889029,0.0,0.000326065,0.008797946,0.004398973,0.012473735,0.000760269,0.000639192,0.031412379,0.006546995,0.0,0.651051876,0.031606387,0.470351431,0.455033759,0.000666515,0.000333258,0.0,0.001981097,0.000592228,0.012543717,0.030783168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001224042,0.0,0.092833077,0.007346916,0.0,0.0,0.0,0.032735356,0.022253127,0.032735356,0.0,0.0,0.0,0.0,0.0,1.24479e-06,0.0,0.010525201,0.002803153,0.0,0.002506483,0.002722415,0.0
DP,0.062650384,0.0,0.0028283,0.069328703,0.059237234,0.0,0.053669144,0.061789465,0.0,0.0,0.0,4.96356e-05,0.0,0.0,0.0,0.0,0.028973786,0.0,0.0,0.0,0.0,0.0,0.0,0.05710653,0.0,0.002820899,0.000980729,0.0,0.0,0.834262633,0.417131317,0.000101031,0.0,0.926977065,0.049813569,0.02409081,0.209969604,2.75517e-06,0.0,0.004666261,0.06088316,0.042977377,0.0,0.0,0.0,0.023460721,0.048754461,0.0,0.003311115,0.0,0.0,0.014131407,0.0,0.0,0.0,0.0,0.0,0.030723591,0.088041213,0.218644431,0.058823187,0.183404105,0.129333703,0.0,0.074531871,0.221795979,0.008527673,0.0,0.0,0.003216081,0.0,0.083195405,0.0,0.338078376,0.058273996,0.0,0.015326281,0.0363037,0.01815185,0.097685658,0.048842829,0.216404453,0.0,0.003445973,0.003236361,0.0,0.315953156,1.420788115,0.868370636,0.0,0.0,0.392450168,0.107367358,0.264604183,0.219544574,4.97932e-05,0.0,0.0,0.12406357,0.051828344,0.000116249,7.74994e-05,0.000116249,0.10057304,0.14410727,0.37298882,0.075361282,0.014022181,0.011352538,0.064330892,0.002579203,0.0,0.0,0.0,0.0,0.179074407
MO,0.173731946,0.453504594,0.0,0.150942594,0.137241198,0.044005092,9.5271e-05,0.0,0.0,0.023670419,0.0155883,7.77625e-05,0.002176927,0.0,0.0,0.577534243,0.0,0.0,0.019100249,0.0,0.0,0.0,0.000266625,0.0,0.0,3.63603e-05,0.010071285,0.0,0.0,0.130025529,0.065012764,0.0,0.0084927,0.069928068,0.428232888,0.0,0.0,6.06237e-05,0.005618576,0.034556515,0.538729054,0.005229163,0.0,0.0,0.0,0.0,0.0,0.03869476,0.0,0.0,0.0,0.0,0.0,0.005946142,0.004764987,0.0,0.0,0.0,0.383771674,1.356947199,0.0,0.245407389,0.228190256,0.077614412,0.000225937,0.0,0.001997763,0.075327489,0.046015773,0.003772819,0.000213477,0.052072217,0.0,1.398091591,0.0,0.0,0.053657518,0.131222795,0.065611397,0.045253545,0.025090052,0.0,0.0,0.0,0.032430463,0.0,0.0,0.400892175,0.200446087,0.0,0.012953461,0.127955011,0.0,0.048954446,0.0,0.000635562,0.037261734,0.110885288,0.400216298,0.0,0.042303874,0.053397404,0.042303874,0.0,0.0,0.031106475,0.0,0.0,0.0,0.0,0.004133734,0.0,0.002371733,0.013142638,0.0,0.0
VO,0.0,0.0,0.0,0.104725285,0.042098392,0.0,0.011836514,0.013536895,0.01027863,0.0,0.0,4.9765e-05,0.0,0.098972713,0.000196907,0.820282146,0.02347324,3.65398e-05,0.002717813,0.0,0.0,0.02176662,0.01088331,0.01521397,0.0,0.000647348,0.002222635,0.0,0.274369021,0.0,0.137184511,0.0,0.0,0.123708244,0.0,0.725385051,0.0,0.0,0.0,0.096770524,0.0,0.027370677,0.0,9.60404e-05,0.0,0.012648219,0.0,0.0,0.000305396,0.019818064,0.013314685,0.023812226,0.0,0.020008901,0.0,0.004063048,0.001434893,0.0,0.004957644,0.022082067,0.0,0.034084678,0.030134494,0.0,0.038336188,0.0,0.032176588,0.001209227,0.000604613,0.0,0.011736217,0.06856524,0.0,1.922717512,0.021513481,0.0,0.003844452,0.0,0.0,0.098729206,0.049364603,0.000422578,0.0,0.004562968,0.000549239,0.0,0.362257427,0.0,0.181128713,0.0,0.0,0.109550692,0.0,0.06198328,0.0,0.0,0.0,0.301304313,0.0,0.047623772,0.021192652,0.031050703,0.021192652,0.068223161,0.0,0.0,0.019955899,0.075774564,0.055205206,0.103723712,0.0,0.103696135,0.011472245,0.116906767,0.054920317,0.0
PAG,0.0,0.005086959,0.005855132,8.86787e-05,0.000120009,0.0,0.00688656,0.027806523,3.64974e-05,0.0,0.0,7.66415e-05,0.000379885,0.000141975,0.0,0.010214328,0.0,0.0,0.0,0.0,0.0,0.0,7.73124e-05,0.02701771,0.0,0.0,0.0,0.0,0.00011267,0.0,5.63352e-05,0.002513359,0.002900897,0.0,0.0,0.0,0.315384861,2.03514e-05,0.0,0.001285141,0.0,0.006630347,0.0,0.0,0.0,0.000339741,0.065464155,0.017875657,0.00318186,0.000544479,0.000364908,0.00013369,0.002211248,0.0,0.000391395,0.0,0.0,0.014670882,0.0,0.010806697,0.058523785,0.0,0.0,0.0,0.008112195,0.101989315,0.0,0.0,0.0,0.000460279,0.001554155,0.0,0.0,0.0,0.063159666,0.0,0.0,0.0,0.0,0.0,0.0,0.127340263,0.010954708,0.000603541,0.010968003,0.0,0.0,0.0,0.0,0.003976018,0.0,0.0,0.0,0.0,0.236588438,0.0,0.0,0.0,0.0,0.007955231,0.0,0.0,0.0,0.003613555,0.083016279,0.053167457,0.012165926,0.0,0.0,0.0,0.005800071,0.0,0.0,0.0,0.0,0.034845947
PS,0.000882946,0.000475878,0.001210517,4.71312e-05,0.000139325,0.000186312,0.002101516,0.013969321,7.11209e-05,0.0,0.0,1.47153e-05,4.86766e-05,0.0,0.0,0.0,0.006119843,0.027485048,0.368889996,0.23107892,0.262866945,0.0,8.99153e-07,0.014724125,0.000558924,0.002509395,0.00318968,0.002389718,0.0,0.0,0.0,1.78544e-07,0.006375629,0.0,4.5491e-05,0.0,0.005345695,0.0921336,0.001685533,0.000331694,1.39637e-05,0.002812573,0.008849397,0.005899598,0.008849397,0.000568645,0.000339893,0.000422628,0.001141925,0.000227411,8.30682e-05,0.00019001,0.002034429,0.038451968,0.000166948,0.0,0.002897791,0.002663865,0.0,0.0018455,0.018213622,0.000441995,0.001051904,0.0,0.006069407,0.058550311,0.011324955,0.00060891,0.000894288,0.0001944,0.001009965,0.008661022,2.78151e-05,0.02938286,0.0,0.073886613,0.465601525,0.308089408,0.364505761,0.0,7.86534e-05,0.057772911,0.261327649,0.006570896,0.002733828,0.006430548,0.0,0.0,0.0,0.00035148,0.001666645,0.0,0.0,0.0,0.058537469,0.099424625,0.005186386,0.000258648,0.0,0.003569365,0.120445524,0.084149239,0.120445524,0.019937946,0.061209913,0.00926273,0.007097203,0.000433424,0.000528693,0.002118575,0.005660646,0.052834637,0.0,0.008559749,0.019578888,0.009241281
PRh,0.082105327,0.908566998,0.004435715,0.098054548,0.089987813,0.102334898,0.004584674,0.003334856,0.161795209,0.146107692,0.124153673,0.005191572,0.074127988,0.113830557,0.0,3.400991062,0.000178525,0.007605475,0.288937745,0.027212868,0.013606434,0.149892402,0.095353432,0.00417218,0.0,0.000361736,0.047560817,0.00135323,0.400874271,0.419286721,0.410080496,0.001672523,0.000140167,0.04351863,0.055382158,0.077745407,0.195540073,0.002118977,0.219424507,0.326308557,0.094875406,0.019245544,0.021147024,0.016396212,0.021147024,0.001342512,0.03456767,0.173775139,0.000197545,0.361025579,0.16194299,0.282032576,0.001382864,0.289938748,0.126728048,0.115648054,0.071883137,0.000213934,0.124664954,2.38100621,0.090340362,0.33642412,0.318200771,0.374898075,0.010980763,0.102818015,0.193042422,0.611945007,0.417951897,0.080027909,0.231656254,0.26256772,0.0,5.177975749,0.009395714,0.129608521,0.638718862,1.730540176,0.865270088,0.625108556,0.393670331,0.12081493,0.0,0.015423865,0.088558942,0.0,0.694089948,0.632970907,0.663530427,0.00331187,0.0,0.244531192,0.175898237,0.269628023,0.359800727,0.044180378,0.440776634,1.957979018,0.237646783,0.020727138,0.020674189,0.013782793,0.020674189,0.011503608,0.154316073,0.533921083,0.006202982,0.279305403,0.106279162,0.148650742,0.002477697,0.389354629,0.21480922,0.005871134,0.016301572,0.014167016
Pir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003934938,0.001967469,0.0,0.000912258,0.0,4.90526e-06,0.0,0.002691789,0.0,0.0,0.0,0.0,0.0,0.000623447,0.0,0.0,0.0,0.0,0.0,0.0,0.03529014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22658e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365632,0.077113035,0.08999129,0.27527034,0.000737392,0.0,0.0,0.132428664,0.066214332,0.182386622,0.050462293,0.0,0.211136511,0.0,0.0,0.0,0.0,1.156564927,0.583097094,0.501294907,0.340956944,0.0,0.0,0.0,0.022447426,0.0,0.0,0.0,0.0,0.0,0.003135458,0.058943431,0.0,0.043899274,0.0,0.0,0.195515919,4.396647913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126175267,0.0,0.0,0.0,0.0,0.000125179,0.0,0.01203523,0.0,0.0,0.0
PrL,0.0,0.030440456,3.00837e-05,0.083930862,0.066499971,0.047367274,0.04632204,0.0,0.000879961,0.0,0.0,0.000615071,1.46936e-05,0.223746076,0.000203134,0.519781695,0.001262522,0.00176963,0.003995963,0.056768972,0.029052485,0.08917375,0.044586875,0.0,0.0,3.18568e-05,0.000364714,0.0,0.0,0.0,0.0,0.0,0.0,0.021345244,0.0,0.0,0.114256856,0.000629631,0.014674123,0.010380696,0.220261642,0.001763131,0.0,0.0,0.0,0.0,0.0,0.0,0.002025289,0.0,0.001532463,0.0,0.000462542,0.012977986,0.006867649,0.0,0.0,0.001980608,0.0,0.0,0.083255899,0.075806673,0.054003763,0.034429558,0.087031805,0.10067459,0.001132136,0.003407233,0.001703616,0.008900076,0.019326083,0.164275535,0.004234234,0.932253927,0.021088539,0.0,0.0,0.0,0.0,0.169483651,0.084741825,0.103067308,0.0,0.000875072,0.021665819,0.0,0.100842917,0.0,0.050421458,0.0,0.0,0.0,0.140540294,0.019340246,0.18853649,0.0,0.0,0.0,0.0,0.02967628,0.0,0.0,0.0,0.020794468,0.0,0.492837294,0.033130495,0.0,0.0,0.000365612,0.000901203,0.0,0.006943013,0.0,0.0,0.077757225
VLThal,0.044370246,0.129798943,0.004927026,0.011527647,0.013217611,0.013142279,0.003554294,0.0,0.000597847,0.017777058,0.011307522,0.008889508,0.005204977,0.016065905,0.009319771,0.223463648,0.0,0.019245424,0.03174247,0.279685551,0.175249679,0.033577246,0.019284936,0.0,0.000342732,1.99709e-05,0.011139333,0.0,0.024962921,0.037917089,0.031440005,1.03504e-05,0.002067338,0.103731041,0.026314011,0.055287368,0.0,0.015230007,0.025242768,0.094773314,0.072186662,0.009267763,0.022637843,0.017034974,0.022637843,0.00590777,6.52547e-05,0.04565509,0.0,0.001128045,0.001064215,0.002108839,0.0,0.00883014,0.001473077,0.005630679,0.004583163,0.0,0.0,0.046203406,0.00324418,0.355202092,0.228766375,0.12162514,0.0,0.0,0.027495301,0.023224205,0.026582796,0.005150209,0.004913588,0.113111148,0.004444113,0.0,0.0,0.025629439,0.378646649,0.417777913,0.254640421,0.135922016,0.071126442,0.0,0.0,0.0,0.0,0.002351085,0.0,0.0,0.0,0.0,0.0,1.675657301,0.172478296,1.320788065,0.0,0.024730855,0.178206022,0.466850478,0.017835639,0.0,0.025243491,0.016828994,0.025243491,0.0,0.0,0.038395099,0.0,0.0,0.0,0.079510315,0.0,0.17903883,0.023342483,0.019170152,0.017003381,0.0
RSC,0.101429279,0.0,0.0,0.0,0.0,0.0,0.001137162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004116389,0.0,0.023560641,0.006274553,0.007646211,0.0,0.0,0.0,0.0,2.0383e-05,0.0,0.0,0.038883122,0.112196304,0.075539713,0.0,0.0,0.0,0.0,0.0,0.0,0.021220876,0.0,0.0,0.000449172,0.000661995,0.377545731,0.254480082,0.377545731,7.94021e-05,0.000948964,0.0,2.34439e-05,0.0,0.0,0.002277808,0.001163399,0.000310516,0.0,0.006848102,0.002260637,0.000845399,0.309847743,0.0,0.007488428,0.005293554,0.004109969,0.002843376,0.005367203,0.109384107,0.005956464,0.0,0.0,0.000886497,0.0,0.005304407,0.0,0.41487992,0.040825977,0.00093002,0.033612613,0.024875729,0.024579506,0.001794216,0.000897108,0.061466125,0.210090403,0.021010825,0.001927163,0.0001228,0.318128715,0.777954051,0.548041383,0.005438107,0.0,0.0,0.003079228,0.002137719,0.149263307,0.05438123,0.000785224,0.003222985,0.009359451,0.001440932,0.546069723,0.389483564,0.546069723,0.03493337,0.30080572,0.011778327,0.021024466,0.0,0.0,0.114260507,0.003028275,0.011277373,0.0,0.16402394,0.082890785,0.025274481
RSC-b,0.067619519,0.0,0.001432025,0.000284441,0.000283443,0.000620152,0.003671798,0.0,0.001531736,0.0,0.0,0.000228352,0.000154696,0.000491922,0.000550927,0.0,0.03989876,0.000409103,0.015707094,0.011518738,0.008765325,0.0,0.0,0.005161603,0.0,0.000964393,0.0,0.000219919,0.025922081,0.074797536,0.050359809,0.000302204,0.0,0.0,3.99677e-05,0.0,0.070769982,0.014147251,0.002657785,0.001014179,0.000299448,0.003705802,0.251697154,0.179552107,0.251697154,8.62682e-05,0.064900369,0.0,0.00031161,0.00031993,0.000223328,0.001518539,0.000775599,0.017997336,0.0,0.004565401,0.004149382,0.000973662,0.206565162,0.0,0.017971814,0.003529036,0.002739979,0.001895584,0.010054773,0.072922738,0.003970976,0.0,0.0,0.000590998,0.001720653,0.003536272,0.0,0.276586613,0.027217318,0.008615953,0.022408408,0.042919371,0.035937083,0.001196144,0.000598072,0.040977416,0.517551647,0.021951735,0.001642389,0.000729412,0.21208581,0.518636034,0.365360922,0.005313392,0.000374923,0.0,0.002052819,0.001425146,0.099508871,0.039703336,0.004236935,0.002148657,0.006239634,0.006022679,0.628281199,0.470573893,0.628281199,0.026513085,0.200537147,0.01134819,0.014016311,0.0,0.000261275,0.076173672,0.00201885,0.10445418,0.0,0.117584055,0.096497287,0.016849654
RSA,0.101429279,0.0,0.0,0.0,0.0,0.0,0.001137162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004116389,0.0,0.023560641,0.006274553,0.007646211,0.0,0.0,0.0,0.0,0.000552753,0.0,0.0,0.038883122,0.112196304,0.075539713,0.0,0.0,0.0,0.0,0.0,0.0,0.021220876,0.0,0.0,0.000449172,0.000661995,0.377545731,0.254480082,0.377545731,7.94021e-05,0.000948964,0.0,2.34439e-05,0.0,0.0,0.002277808,0.001163399,0.000310516,0.0,0.006848102,0.002260637,0.000845399,0.309847743,0.0,0.007488428,0.005293554,0.004109969,0.002843376,0.005367203,0.109384107,0.005956464,0.0,0.0,0.000886497,0.0,0.005304407,0.0,0.41487992,0.040825977,0.00093002,0.033612613,0.024875729,0.024579506,0.001794216,0.000897108,0.061466125,0.210090403,0.021010825,0.001927163,0.0001228,0.318128715,0.777954051,0.548041383,0.005438107,0.0,0.0,0.003079228,0.002137719,0.149263307,0.05438123,0.000785224,0.003222985,0.009359451,0.001440932,0.546069723,0.389483564,0.546069723,0.03493337,0.30080572,0.011778327,0.021024466,0.0,0.0,0.114260507,0.003028275,0.011277373,0.0,0.16402394,0.082890785,0.025274481
VMThal,0.017654816,0.013630174,0.002289609,0.000595383,0.000266622,0.000121586,0.007263746,0.019238846,0.0,0.0,0.0,9.56216e-05,0.0,0.000143202,0.0,0.0,0.004583456,0.000431025,0.001126005,0.000200753,0.000766628,0.0,0.0,0.01659869,8.46373e-06,0.000366524,0.000286278,6.41657e-05,3.29079e-05,0.003444538,0.001738723,0.001151061,0.0,9.60185e-05,0.001233369,0.0,0.069905837,0.000567351,8.90266e-05,0.001901632,0.005259316,0.01620524,0.003283063,0.002388474,0.003283063,0.002389275,0.018590365,0.0,9.1916e-05,0.000359926,0.000187854,0.000289667,0.000587841,0.000418555,0.0,0.0007643,0.000606176,0.006609244,0.111032868,0.001269159,0.018802917,0.061079233,0.037007264,0.003098012,0.029471854,0.154428257,0.036935554,0.003465057,0.001732528,0.000131118,0.001611143,0.018837124,0.000145052,1.233315181,0.068570131,0.000840165,0.003082351,0.001644076,0.001927556,0.000827208,0.000621333,0.121872063,0.025697394,0.028854592,0.000267821,8.46091e-05,1.342477866,1.171651615,1.257064741,0.007825989,0.0,0.0338956,0.013640805,0.01197044,0.220534976,0.004564586,0.000291418,0.002988181,0.105548071,0.018382781,0.016119214,0.011475458,0.016119214,0.106674674,0.199753835,0.010945101,0.008371314,0.414671052,0.397381944,0.786756108,0.00178991,0.001613164,0.049882382,0.017098992,0.008414217,0.027623341
